username,followers,following,posts,likes,account_age_days,bio_length,username_length,profile_picture,verified,follower_following_ratio,comment,word_count,emoji_count,hashtag_count,url_present,spam_keyword_count,uppercase_count,duplicate_comment,mentions_count,promotional_keyword_count,post_frequency,login_frequency,message_frequency,activity_score,spam
user_442,6512,589,258,2625,2706,72,8,1,1,11.056,Amazing work!,2,0,9,0,0,0,0,1,1,23,12,95,75,0
user_443,540,1617,461,2927,1738,88,8,1,1,0.334,Keep it up!,3,1,0,0,0,0,0,1,0,15,10,76,11,0
user_444,1173,1829,161,306,875,83,8,1,1,0.6413,Nice picture!,2,2,6,0,0,1,0,2,0,1,16,76,3,0
user_445,5285,823,297,819,2525,125,8,1,1,6.4216,Thanks for sharing.,3,2,3,0,0,1,0,3,0,32,11,22,79,0
user_446,5007,794,228,1753,2782,137,8,1,1,6.306,Great post!,2,1,0,0,0,1,0,4,0,25,8,80,96,0
user_447,1606,1519,437,4640,2604,17,8,1,0,1.0573,Amazing work!,2,2,7,0,0,1,0,1,1,22,3,84,39,0
user_448,8368,1696,158,4221,999,64,8,1,1,4.934,Thanks for sharing.,3,2,8,0,0,0,0,0,1,40,17,24,74,0
user_449,8278,486,343,490,1277,144,8,1,1,17.0329,Keep it up!,3,0,5,0,0,1,0,1,1,15,5,96,88,0
user_450,5019,1778,227,2186,443,105,8,1,1,2.8228,Thanks for sharing.,3,1,10,0,0,0,0,2,0,43,20,31,52,0
user_451,4007,282,81,4586,1185,124,8,1,0,14.2092,Great post!,2,1,10,0,0,0,0,1,1,10,9,18,4,0
user_452,4333,1667,416,163,2819,124,8,1,0,2.5993,Loved this content.,3,0,5,0,0,1,0,0,0,26,12,86,85,0
user_453,1579,862,487,988,1146,128,8,1,0,1.8318,Keep it up!,3,2,9,0,0,1,0,3,0,5,8,77,16,0
user_454,5234,724,431,875,1146,36,8,1,1,7.2293,Amazing work!,2,0,4,0,0,1,0,3,1,16,19,8,63,0
user_455,8840,817,363,2275,2415,63,8,1,1,10.8201,Nice picture!,2,0,5,0,0,1,0,5,1,23,10,3,83,0
user_456,670,1773,383,3151,2930,141,8,1,0,0.3779,Keep it up!,3,2,5,0,0,0,0,4,0,15,15,50,2,0
user_457,6538,1949,474,1312,549,53,8,1,1,3.3545,Loved this content.,3,1,10,0,0,1,0,5,0,26,2,36,11,0
user_458,8155,1014,382,2137,1910,41,8,1,1,8.0424,Thanks for sharing.,3,0,5,0,0,1,0,4,0,46,18,95,42,0
user_459,7526,1473,19,25,2761,34,8,1,0,5.1093,Nice picture!,2,0,10,0,0,1,0,2,1,36,3,15,21,0
user_460,4189,1107,370,3698,2613,81,8,1,0,3.7841,Keep it up!,3,2,2,0,0,1,0,1,1,43,19,42,37,0
user_461,3354,222,217,1838,1791,146,8,1,0,15.1081,Loved this content.,3,0,8,0,0,0,0,0,1,29,7,34,90,0
user_462,2864,151,210,3014,2639,22,8,1,1,18.9669,Amazing work!,2,2,1,0,0,0,0,5,1,33,14,99,59,0
user_463,8196,292,119,3129,960,126,8,1,0,28.0685,Keep it up!,3,1,3,0,0,0,0,2,1,46,7,54,24,0
user_464,6793,1672,79,2034,1252,115,8,1,1,4.0628,Nice picture!,2,2,10,0,0,1,0,0,0,0,16,18,42,0
user_465,6613,1456,113,4562,1913,24,8,1,1,4.5419,Keep it up!,3,0,5,0,0,0,0,3,1,22,20,86,77,0
user_466,845,60,134,1083,1419,94,8,1,1,14.0833,Amazing work!,2,2,0,0,0,0,0,2,1,10,17,64,44,0
user_467,7769,320,50,361,760,80,8,1,1,24.2781,Loved this content.,3,1,4,0,0,1,0,3,1,18,9,79,98,0
user_468,4421,1108,165,4552,1472,38,8,1,0,3.9901,Thanks for sharing.,3,2,10,0,0,1,0,0,1,12,5,7,30,0
user_469,3100,123,245,334,2093,126,8,1,0,25.2033,Loved this content.,3,1,8,0,0,1,0,3,1,31,4,93,19,0
user_470,2125,765,52,2234,919,130,8,1,1,2.7778,Great post!,2,2,9,0,0,0,0,4,0,0,17,99,74,0
user_471,3058,902,476,212,2220,84,8,1,0,3.3902,Nice picture!,2,2,10,0,0,0,0,3,0,23,19,14,42,0
user_472,2619,109,46,2698,2039,1,8,1,1,24.0275,Thanks for sharing.,3,0,10,0,0,1,0,2,1,46,19,17,28,0
user_473,897,1691,334,758,407,97,8,1,1,0.5305,Loved this content.,3,1,2,0,0,0,0,3,0,5,1,27,21,0
user_474,6465,1646,211,2540,673,110,8,1,0,3.9277,Loved this content.,3,2,9,0,0,0,0,2,1,42,4,48,66,0
user_475,3374,1052,233,3016,1279,108,8,1,1,3.2072,Thanks for sharing.,3,0,6,0,0,1,0,0,1,2,17,44,60,0
user_476,3773,1376,356,3582,2208,119,8,1,0,2.742,Keep it up!,3,1,4,0,0,0,0,1,0,43,10,32,67,0
user_477,7107,655,296,3383,364,108,8,1,0,10.8504,Nice picture!,2,1,10,0,0,1,0,2,0,16,19,11,99,0
user_478,8348,83,63,370,915,100,8,1,1,100.5783,Keep it up!,3,1,4,0,0,1,0,4,0,46,15,97,86,0
user_479,7471,1327,418,4948,946,20,8,1,1,5.63,Loved this content.,3,2,1,0,0,1,0,4,0,1,1,51,15,0
user_480,317,401,340,3235,1839,92,8,1,1,0.7905,Thanks for sharing.,3,1,1,0,0,0,0,1,1,0,7,15,3,0
user_481,3183,1809,18,3569,2836,61,8,1,1,1.7595,Great post!,2,2,8,0,0,0,0,0,0,19,15,19,61,0
user_482,7012,94,64,3682,2003,5,8,1,0,74.5957,Great post!,2,0,3,0,0,1,0,4,1,25,2,43,2,0
user_483,1782,1341,438,4881,1882,148,8,1,1,1.3289,Keep it up!,3,2,4,0,0,0,0,3,1,25,16,66,76,0
user_484,8093,524,370,2194,1908,16,8,1,0,15.4447,Nice picture!,2,2,6,0,0,1,0,0,1,31,20,83,45,0
user_485,7445,1478,228,3589,1359,88,8,1,0,5.0372,Nice picture!,2,2,3,0,0,1,0,4,0,45,15,17,38,0
user_486,6495,903,431,2313,2114,53,8,1,1,7.1927,Keep it up!,3,2,1,0,0,1,0,1,0,11,7,21,78,0
user_487,8163,256,411,385,1423,142,8,1,1,31.8867,Thanks for sharing.,3,1,4,0,0,1,0,5,0,10,6,65,5,0
user_488,1143,741,225,2787,674,66,8,1,0,1.5425,Nice picture!,2,1,0,0,0,1,0,1,0,44,17,78,86,0
user_489,1806,1496,30,4607,634,26,8,1,1,1.2072,Thanks for sharing.,3,2,1,0,0,0,0,5,0,7,7,47,21,0
user_490,4886,1500,231,2741,586,93,8,1,1,3.2573,Amazing work!,2,0,1,0,0,0,0,3,0,26,1,32,61,0
user_491,5692,637,263,2954,1269,106,8,1,0,8.9356,Great post!,2,2,3,0,0,0,0,4,1,26,8,18,55,0
user_492,6873,1930,214,4238,301,2,8,1,1,3.5611,Thanks for sharing.,3,0,1,0,0,1,0,2,1,25,6,56,8,0
user_493,6543,1604,23,2422,2533,133,8,1,0,4.0792,Keep it up!,3,1,10,0,0,1,0,5,0,47,11,45,2,0
user_494,4683,1893,275,4459,1834,52,8,1,0,2.4739,Amazing work!,2,2,10,0,0,1,0,5,1,22,13,100,26,0
user_495,5040,222,23,2325,1777,138,8,1,1,22.7027,Amazing work!,2,0,8,0,0,1,0,4,0,21,6,3,4,0
user_496,8946,1263,137,3055,1911,15,8,1,1,7.0831,Great post!,2,2,8,0,0,1,0,0,0,3,4,58,39,0
user_497,9478,1559,7,2330,1147,76,8,1,1,6.0795,Thanks for sharing.,3,2,9,0,0,0,0,5,0,24,17,95,32,0
user_498,1824,721,269,3487,1659,37,8,1,0,2.5298,Amazing work!,2,1,1,0,0,0,0,0,1,27,5,61,28,0
user_499,7409,209,194,4786,2589,67,8,1,1,35.4498,Keep it up!,3,2,6,0,0,1,0,5,1,31,14,21,19,0
